modname:atum

texture:id=txt0099,filename=assets/atum/textures/blocks/dirty_bone_block.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/atum/textures/blocks/flax_stage_1.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/atum/textures/blocks/weed.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/atum/textures/blocks/limestone_cracked.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/atum/textures/blocks/ceramic_tile_purple.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/atum/textures/blocks/ceramic_tile_pink.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/atum/textures/blocks/sand.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/atum/textures/blocks/palm_leaves.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/atum/textures/blocks/porphyry_brick_pillar.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/atum/textures/blocks/crystal_glass_orange.png,xcount=1,ycount=1
texture:id=txt0201,filename=assets/atum/textures/blocks/spinning_wheel_bottom.png,xcount=1,ycount=1
texture:id=txt0200,filename=assets/atum/textures/blocks/spinning_wheel_front_3.png,xcount=1,ycount=1
texture:id=txt0203,filename=assets/atum/textures/blocks/spinning_wheel_top_1.png,xcount=1,ycount=1
texture:id=txt0202,filename=assets/atum/textures/blocks/spinning_wheel_front_1.png,xcount=1,ycount=1
texture:id=txt0205,filename=assets/atum/textures/blocks/spinning_wheel_front_2.png,xcount=1,ycount=1
texture:id=txt0204,filename=assets/atum/textures/blocks/spinning_wheel_front_0.png,xcount=1,ycount=1
texture:id=txt0206,filename=assets/atum/textures/blocks/framed_glass_white.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/atum/textures/blocks/emmer_wheat_5.png,xcount=1,ycount=1
texture:id=txt0177,filename=assets/minecraft/textures/blocks/farmland_wet.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/atum/textures/blocks/emmer_wheat_4.png,xcount=1,ycount=1
texture:id=txt0176,filename=assets/minecraft/textures/blocks/farmland_dry.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/atum/textures/blocks/emmer_wheat_3.png,xcount=1,ycount=1
texture:id=txt0179,filename=assets/atum/textures/blocks/khnumite_block_side.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/atum/textures/blocks/emmer_wheat_2.png,xcount=1,ycount=1
texture:id=txt0178,filename=assets/atum/textures/blocks/khnumite_block_top.png,xcount=1,ycount=1
texture:id=txt0059,filename=assets/atum/textures/blocks/emmer_wheat_0.png,xcount=1,ycount=1
texture:id=txt0050,filename=assets/atum/textures/blocks/palm_ladder.png,xcount=1,ycount=1
texture:id=txt0171,filename=assets/atum/textures/blocks/kiln_left_on.png,xcount=1,ycount=1
texture:id=txt0170,filename=assets/atum/textures/blocks/kiln_left_off.png,xcount=1,ycount=1
texture:id=txt0052,filename=assets/atum/textures/blocks/trap_poison.png,xcount=1,ycount=1
