modname:botania

texture:id=txt0099,filename=assets/botania/textures/block/magenta_mystical_flower.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/minecraft/textures/block/dirt.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/botania/textures/block/orange_mystical_flower.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/botania/textures/block/vivid_grass_top.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/botania/textures/block/chiseled_metamorphic_plains_bricks.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/botania/textures/block/metamorphic_forest_stone.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/botania/textures/block/shimmerrock.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/botania/textures/block/lime_mystical_flower.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/botania/textures/block/corporea_brick.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/botania/textures/block/metamorphic_taiga_cobblestone.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/botania/textures/block/gray_shiny_flower.png,xcount=1,ycount=1
texture:id=txt0177,filename=assets/botania/textures/block/lavender_quartz_top.png,xcount=1,ycount=1
texture:id=txt0298,filename=assets/botania/textures/block/apothecary_mesa_side.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/botania/textures/block/daffomill.png,xcount=1,ycount=1
texture:id=txt0176,filename=assets/botania/textures/block/lavender_quartz_side.png,xcount=1,ycount=1
texture:id=txt0297,filename=assets/botania/textures/block/orechid.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/botania/textures/block/orange_double_flower.png,xcount=1,ycount=1
texture:id=txt0179,filename=assets/botania/textures/block/jiyuulia.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/botania/textures/block/orange_double_flower_top.png,xcount=1,ycount=1
texture:id=txt0178,filename=assets/botania/textures/block/lavender_quartz_bottom.png,xcount=1,ycount=1
texture:id=txt0299,filename=assets/botania/textures/block/apothecary_mesa_top_bottom.png,xcount=1,ycount=1
texture:id=txt0059,filename=assets/botania/textures/block/metamorphic_mesa_cobblestone.png,xcount=1,ycount=1
texture:id=txt0290,filename=assets/botania/textures/block/open_crate.png,xcount=1,ycount=1
texture:id=txt0050,filename=assets/botania/textures/block/lime_double_flower_top.png,xcount=1,ycount=1
texture:id=txt0171,filename=assets/botania/textures/block/sunny_quartz_bottom.png,xcount=1,ycount=1
texture:id=txt0292,filename=assets/botania/textures/block/black_double_flower_top.png,xcount=1,ycount=1
texture:id=txt0170,filename=assets/botania/textures/block/sunny_quartz_side.png,xcount=1,ycount=1
texture:id=txt0291,filename=assets/botania/textures/block/open_crate_bottom.png,xcount=1,ycount=1
texture:id=txt0052,filename=assets/botania/textures/block/metamorphic_mountain_bricks.png,xcount=1,ycount=1
texture:id=txt0173,filename=assets/botania/textures/block/red_shiny_flower.png,xcount=1,ycount=1
texture:id=txt0294,filename=assets/botania/textures/block/mana_detector_powered.png,xcount=1,ycount=1
texture:id=txt0051,filename=assets/botania/textures/block/lime_double_flower.png,xcount=1,ycount=1
texture:id=txt0172,filename=assets/botania/textures/block/sunny_quartz_top.png,xcount=1,ycount=1
texture:id=txt0293,filename=assets/botania/textures/block/black_double_flower.png,xcount=1,ycount=1
texture:id=txt0054,filename=assets/botania/textures/block/metamorphic_fungal_cobblestone.png,xcount=1,ycount=1
texture:id=txt0175,filename=assets/botania/textures/block/munchdew.png,xcount=1,ycount=1
texture:id=txt0296,filename=assets/botania/textures/block/dreadthorn.png,xcount=1,ycount=1
texture:id=txt0053,filename=assets/botania/textures/block/metamorphic_plains_cobblestone.png,xcount=1,ycount=1
texture:id=txt0174,filename=assets/botania/textures/block/pure_daisy.png,xcount=1,ycount=1
texture:id=txt0295,filename=assets/botania/textures/block/mana_detector.png,xcount=1,ycount=1
texture:id=txt0067,filename=assets/botania/textures/block/marimorphosis.png,xcount=1,ycount=1
texture:id=txt0188,filename=assets/botania/textures/block/blue_shiny_flower.png,xcount=1,ycount=1
texture:id=txt0066,filename=assets/botania/textures/block/metamorphic_fungal_bricks.png,xcount=1,ycount=1
texture:id=txt0187,filename=assets/botania/textures/block/clayconia_chibi.png,xcount=1,ycount=1
texture:id=txt0069,filename=assets/botania/textures/block/metamorphic_desert_cobblestone.png,xcount=1,ycount=1
texture:id=txt0068,filename=assets/botania/textures/block/metamorphic_mesa_bricks.png,xcount=1,ycount=1
texture:id=txt0189,filename=assets/botania/textures/block/metamorphic_plains_bricks.png,xcount=1,ycount=1
texture:id=txt0180,filename=assets/botania/textures/block/hydroangeas.png,xcount=1,ycount=1
texture:id=txt0061,filename=assets/botania/textures/block/chiseled_lavender_quartz_end.png,xcount=1,ycount=1
texture:id=txt0182,filename=assets/botania/textures/block/framed_dreamwood.png,xcount=1,ycount=1
texture:id=txt0060,filename=assets/botania/textures/block/chiseled_lavender_quartz_side.png,xcount=1,ycount=1
texture:id=txt0181,filename=assets/botania/textures/block/gray_mystical_flower.png,xcount=1,ycount=1
texture:id=txt0063,filename=assets/botania/textures/block/agricarnation.png,xcount=1,ycount=1
texture:id=txt0184,filename=assets/botania/textures/block/alchemy_catalyst.png,xcount=1,ycount=1
texture:id=txt0062,filename=assets/botania/textures/block/corporea_block.png,xcount=1,ycount=1
texture:id=txt0183,filename=assets/botania/textures/block/green_mystical_flower.png,xcount=1,ycount=1
texture:id=txt0065,filename=assets/botania/textures/block/entropinnyum.png,xcount=1,ycount=1
texture:id=txt0186,filename=assets/botania/textures/block/alfheim_portal_activated.png,xcount=1,ycount=1
texture:id=txt0064,filename=assets/botania/textures/block/mana_distributor.png,xcount=1,ycount=1
texture:id=txt0185,filename=assets/botania/textures/block/alfheim_portal.png,xcount=1,ycount=1
texture:id=txt0078,filename=assets/botania/textures/block/elf_quartz_top.png,xcount=1,ycount=1
texture:id=txt0199,filename=assets/botania/textures/block/elf_glass_0.png,xcount=1,ycount=1
texture:id=txt0077,filename=assets/botania/textures/block/elf_quartz_side.png,xcount=1,ycount=1
texture:id=txt0198,filename=assets/botania/textures/block/corporea_interceptor_end.png,xcount=1,ycount=1
texture:id=txt0079,filename=assets/botania/textures/block/elf_quartz_bottom.png,xcount=1,ycount=1
texture:id=txt0070,filename=assets/botania/textures/block/orange_shiny_flower.png,xcount=1,ycount=1
texture:id=txt0191,filename=assets/botania/textures/block/yellow_double_flower.png,xcount=1,ycount=1
texture:id=txt0190,filename=assets/botania/textures/block/yellow_double_flower_top.png,xcount=1,ycount=1
texture:id=txt0072,filename=assets/botania/textures/block/azulejo_13.png,xcount=1,ycount=1
texture:id=txt0193,filename=assets/botania/textures/block/chiseled_sunny_quartz_side.png,xcount=1,ycount=1
