modname:twilightforest

texture:id=txt0099,filename=assets/twilightforest/textures/blocks/castle_stair_cracked.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/twilightforest/textures/blocks/wood/planks_twilight_oak_0.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/twilightforest/textures/blocks/stone_twist/twist_y.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/twilightforest/textures/blocks/wood/trapdoor/twilight_oak_trapdoor.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/twilightforest/textures/blocks/stone_twist/twist_x.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/twilightforest/textures/blocks/stone_twist/twist_blank.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/twilightforest/textures/blocks/huge_gloom_inside.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/twilightforest/textures/blocks/huge_gloom_cap.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/twilightforest/textures/blocks/castle_stair_mossy.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/twilightforest/textures/blocks/huge_gloom_stem.png,xcount=1,ycount=1
texture:id=txt0300,filename=assets/twilightforest/textures/blocks/uberous_soil.png,xcount=1,ycount=1
texture:id=txt0302,filename=assets/twilightforest/textures/blocks/troll_root.png,xcount=1,ycount=1
texture:id=txt0301,filename=assets/twilightforest/textures/blocks/uberous_soil_glow.png,xcount=1,ycount=1
texture:id=txt0304,filename=assets/twilightforest/textures/blocks/pedestal/naga_latent.png,xcount=1,ycount=1
texture:id=txt0303,filename=assets/twilightforest/textures/blocks/pedestal/hydra_latent.png,xcount=1,ycount=1
texture:id=txt0306,filename=assets/twilightforest/textures/blocks/pedestal/lich_latent.png,xcount=1,ycount=1
texture:id=txt0305,filename=assets/twilightforest/textures/blocks/pedestal/ur-ghast_latent.png,xcount=1,ycount=1
texture:id=txt0308,filename=assets/twilightforest/textures/blocks/pedestal/hydra_flat.png,xcount=1,ycount=1
texture:id=txt0307,filename=assets/twilightforest/textures/blocks/pedestal/top.png,xcount=1,ycount=1
texture:id=txt0309,filename=assets/twilightforest/textures/blocks/pedestal/naga_flat.png,xcount=1,ycount=1
texture:id=txt0311,filename=assets/twilightforest/textures/blocks/pedestal/lich_flat.png,xcount=1,ycount=1
texture:id=txt0310,filename=assets/twilightforest/textures/blocks/pedestal/ur-ghast_flat.png,xcount=1,ycount=1
texture:id=txt0313,filename=assets/minecraft/textures/blocks/log_oak.png,xcount=1,ycount=1
texture:id=txt0312,filename=assets/twilightforest/textures/blocks/pedestal/top_flat.png,xcount=1,ycount=1
texture:id=txt0315,filename=assets/twilightforest/textures/blocks/stone_twist/twist_end.png,xcount=1,ycount=1
texture:id=txt0314,filename=assets/minecraft/textures/blocks/log_oak_top.png,xcount=1,ycount=1
texture:id=txt0317,filename=assets/twilightforest/textures/blocks/aurora_slab_side.png,xcount=1,ycount=1
texture:id=txt0316,filename=assets/twilightforest/textures/blocks/stone_twist/twist_side.png,xcount=1,ycount=1
texture:id=txt0319,filename=assets/twilightforest/textures/blocks/knightbrick_cracked.png,xcount=1,ycount=1
texture:id=txt0318,filename=assets/twilightforest/textures/blocks/knightbrick_floor.png,xcount=1,ycount=1
texture:id=txt0320,filename=assets/twilightforest/textures/blocks/knightbrick.png,xcount=1,ycount=1
texture:id=txt0201,filename=assets/twilightforest/textures/blocks/towerdev_built_on.png,xcount=1,ycount=1
texture:id=txt0322,filename=assets/twilightforest/textures/blocks/sort_side.png,xcount=1,ycount=1
texture:id=txt0200,filename=assets/twilightforest/textures/blocks/towerdev_built_off.png,xcount=1,ycount=1
texture:id=txt0321,filename=assets/twilightforest/textures/blocks/knightbrick_mossy.png,xcount=1,ycount=1
texture:id=txt0203,filename=assets/minecraft/textures/blocks/gold_block.png,xcount=1,ycount=1
texture:id=txt0324,filename=assets/twilightforest/textures/blocks/time_side.png,xcount=1,ycount=1
texture:id=txt0202,filename=assets/minecraft/textures/blocks/diamond_block.png,xcount=1,ycount=1
texture:id=txt0323,filename=assets/twilightforest/textures/blocks/mine_side.png,xcount=1,ycount=1
texture:id=txt0205,filename=assets/twilightforest/textures/blocks/towerdev_reappearing_trace_on.png,xcount=1,ycount=1
texture:id=txt0326,filename=assets/twilightforest/textures/blocks/burnt_thorns_side.png,xcount=1,ycount=1
texture:id=txt0204,filename=assets/twilightforest/textures/blocks/towerdev_reappearing_trace_off.png,xcount=1,ycount=1
texture:id=txt0325,filename=assets/twilightforest/textures/blocks/trans_side.png,xcount=1,ycount=1
texture:id=txt0207,filename=assets/twilightforest/textures/blocks/tower_device_level_2/towerdev_antibuilt_1.png,xcount=1,ycount=1
texture:id=txt0328,filename=assets/twilightforest/textures/blocks/nagastone_bare_mossy.png,xcount=1,ycount=1
texture:id=txt0206,filename=assets/twilightforest/textures/blocks/towerdev_antibuilt.png,xcount=1,ycount=1
texture:id=txt0327,filename=assets/twilightforest/textures/blocks/burnt_thorns_top.png,xcount=1,ycount=1
texture:id=txt0209,filename=assets/twilightforest/textures/blocks/nagastone_pillar_end_weathered.png,xcount=1,ycount=1
texture:id=txt0208,filename=assets/twilightforest/textures/blocks/nagastone_pillar_side_weathered.png,xcount=1,ycount=1
texture:id=txt0329,filename=assets/twilightforest/textures/blocks/canopy_side.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/twilightforest/textures/blocks/tower_device_level_1/towerdev_builder_off_1.png,xcount=1,ycount=1
texture:id=txt0177,filename=assets/minecraft/textures/blocks/portal.png,xcount=1,ycount=1
texture:id=txt0298,filename=assets/twilightforest/textures/blocks/fireflyjar_cork.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/twilightforest/textures/blocks/towerdev_builder_off.png,xcount=1,ycount=1
texture:id=txt0176,filename=assets/minecraft/textures/blocks/stonebrick_mossy.png,xcount=1,ycount=1
texture:id=txt0297,filename=assets/twilightforest/textures/blocks/fireflyjar_top.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/twilightforest/textures/blocks/nagastone_pillar_side_mossy.png,xcount=1,ycount=1
texture:id=txt0179,filename=assets/minecraft/textures/blocks/planks_birch.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/twilightforest/textures/blocks/tower_device_level_2/towerdev_builder_off_2.png,xcount=1,ycount=1
texture:id=txt0178,filename=assets/minecraft/textures/blocks/flower_rose.png,xcount=1,ycount=1
