modname:biomesoplenty

texture:id=txt0099,filename=assets/biomesoplenty/textures/blocks/giant_flower_stem.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/biomesoplenty/textures/blocks/umbran_log_top.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/biomesoplenty/textures/blocks/eucalyptus_log.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/biomesoplenty/textures/blocks/eucalyptus_log_top.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/biomesoplenty/textures/blocks/mahogany_log_top.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/biomesoplenty/textures/blocks/mahogany_log.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/biomesoplenty/textures/blocks/ebony_log.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/biomesoplenty/textures/blocks/jacaranda_log.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/biomesoplenty/textures/blocks/ebony_log_top.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/biomesoplenty/textures/blocks/jacaranda_log_top.png,xcount=1,ycount=1
texture:id=txt0300,filename=assets/biomesoplenty/textures/blocks/goldenrod.png,xcount=1,ycount=1
texture:id=txt0302,filename=assets/biomesoplenty/textures/blocks/miners_delight.png,xcount=1,ycount=1
texture:id=txt0301,filename=assets/biomesoplenty/textures/blocks/bluebells.png,xcount=1,ycount=1
texture:id=txt0304,filename=assets/biomesoplenty/textures/blocks/lily_of_the_valley.png,xcount=1,ycount=1
texture:id=txt0303,filename=assets/biomesoplenty/textures/blocks/bromeliad.png,xcount=1,ycount=1
texture:id=txt0306,filename=assets/biomesoplenty/textures/blocks/white_anemone.png,xcount=1,ycount=1
texture:id=txt0305,filename=assets/biomesoplenty/textures/blocks/enderlotus.png,xcount=1,ycount=1
texture:id=txt0308,filename=assets/biomesoplenty/textures/blocks/pink_hibiscus.png,xcount=1,ycount=1
texture:id=txt0307,filename=assets/biomesoplenty/textures/blocks/wildflower.png,xcount=1,ycount=1
texture:id=txt0309,filename=assets/biomesoplenty/textures/blocks/clover.png,xcount=1,ycount=1
texture:id=txt0311,filename=assets/biomesoplenty/textures/blocks/violet.png,xcount=1,ycount=1
texture:id=txt0310,filename=assets/biomesoplenty/textures/blocks/orange_cosmos.png,xcount=1,ycount=1
texture:id=txt0313,filename=assets/biomesoplenty/textures/blocks/deathbloom.png,xcount=1,ycount=1
texture:id=txt0312,filename=assets/biomesoplenty/textures/blocks/burning_blossom.png,xcount=1,ycount=1
texture:id=txt0315,filename=assets/biomesoplenty/textures/blocks/glowflower.png,xcount=1,ycount=1
texture:id=txt0314,filename=assets/biomesoplenty/textures/blocks/wilted_lily.png,xcount=1,ycount=1
texture:id=txt0317,filename=assets/biomesoplenty/textures/blocks/blue_hydrangea.png,xcount=1,ycount=1
texture:id=txt0316,filename=assets/biomesoplenty/textures/blocks/pink_daffodil.png,xcount=1,ycount=1
texture:id=txt0319,filename=assets/biomesoplenty/textures/blocks/door_fir_lower.png,xcount=1,ycount=1
texture:id=txt0318,filename=assets/biomesoplenty/textures/blocks/swampflower.png,xcount=1,ycount=1
texture:id=txt0320,filename=assets/biomesoplenty/textures/blocks/door_fir_upper.png,xcount=1,ycount=1
texture:id=txt0201,filename=assets/biomesoplenty/textures/blocks/door_ethereal_lower.png,xcount=1,ycount=1
texture:id=txt0200,filename=assets/biomesoplenty/textures/blocks/hard_ice.png,xcount=1,ycount=1
texture:id=txt0203,filename=assets/biomesoplenty/textures/blocks/white_sandstone_carved.png,xcount=1,ycount=1
texture:id=txt0202,filename=assets/biomesoplenty/textures/blocks/door_ethereal_upper.png,xcount=1,ycount=1
texture:id=txt0205,filename=assets/biomesoplenty/textures/blocks/topaz_block.png,xcount=1,ycount=1
texture:id=txt0204,filename=assets/biomesoplenty/textures/blocks/white_sandstone_smooth.png,xcount=1,ycount=1
texture:id=txt0207,filename=assets/biomesoplenty/textures/blocks/amethyst_block.png,xcount=1,ycount=1
texture:id=txt0206,filename=assets/biomesoplenty/textures/blocks/amber_block.png,xcount=1,ycount=1
texture:id=txt0209,filename=assets/biomesoplenty/textures/blocks/ruby_block.png,xcount=1,ycount=1
texture:id=txt0208,filename=assets/biomesoplenty/textures/blocks/malachite_block.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/biomesoplenty/textures/blocks/spectral_moss_top.png,xcount=1,ycount=1
texture:id=txt0177,filename=assets/biomesoplenty/textures/blocks/door_hellbark_upper.png,xcount=1,ycount=1
texture:id=txt0298,filename=assets/biomesoplenty/textures/blocks/rose.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/biomesoplenty/textures/blocks/spectral_moss_side.png,xcount=1,ycount=1
texture:id=txt0176,filename=assets/biomesoplenty/textures/blocks/door_hellbark_lower.png,xcount=1,ycount=1
texture:id=txt0297,filename=assets/biomesoplenty/textures/blocks/icy_iris.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/biomesoplenty/textures/blocks/algae.png,xcount=1,ycount=1
texture:id=txt0179,filename=assets/biomesoplenty/textures/blocks/door_jacaranda_lower.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/minecraft/textures/blocks/end_stone.png,xcount=1,ycount=1
texture:id=txt0178,filename=assets/biomesoplenty/textures/blocks/mud.png,xcount=1,ycount=1
texture:id=txt0299,filename=assets/biomesoplenty/textures/blocks/lavender.png,xcount=1,ycount=1
texture:id=txt0059,filename=assets/biomesoplenty/textures/blocks/orange_coral.png,xcount=1,ycount=1
texture:id=txt0290,filename=assets/biomesoplenty/textures/blocks/reed.png,xcount=1,ycount=1
texture:id=txt0050,filename=assets/minecraft/textures/blocks/grass_top.png,xcount=1,ycount=1
texture:id=txt0171,filename=assets/biomesoplenty/textures/blocks/farmland_moist_loamy.png,xcount=1,ycount=1
texture:id=txt0292,filename=assets/biomesoplenty/textures/blocks/root.png,xcount=1,ycount=1
texture:id=txt0170,filename=assets/biomesoplenty/textures/blocks/farmland_dry_loamy.png,xcount=1,ycount=1
texture:id=txt0291,filename=assets/biomesoplenty/textures/blocks/reed_bottom.png,xcount=1,ycount=1
texture:id=txt0052,filename=assets/biomesoplenty/textures/blocks/grass_loamy_side_snowed.png,xcount=1,ycount=1
texture:id=txt0173,filename=assets/biomesoplenty/textures/blocks/farmland_moist_sandy.png,xcount=1,ycount=1
texture:id=txt0294,filename=assets/biomesoplenty/textures/blocks/door_mangrove_upper.png,xcount=1,ycount=1
texture:id=txt0051,filename=assets/minecraft/textures/blocks/stone.png,xcount=1,ycount=1
texture:id=txt0172,filename=assets/biomesoplenty/textures/blocks/farmland_dry_sandy.png,xcount=1,ycount=1
texture:id=txt0293,filename=assets/biomesoplenty/textures/blocks/door_mangrove_lower.png,xcount=1,ycount=1
texture:id=txt0054,filename=assets/biomesoplenty/textures/blocks/grass_daisy_top.png,xcount=1,ycount=1
